"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"06/24/2025","AQS","500070007","1","9.4","ug/m3 LC","52","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"06/27/2025","AQS","500070007","1","4.1","ug/m3 LC","23","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"06/30/2025","AQS","500070007","1","4.1","ug/m3 LC","23","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"07/03/2025","AQS","500070007","1","10","ug/m3 LC","53","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"07/06/2025","AQS","500070007","1","9.4","ug/m3 LC","52","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"07/09/2025","AQS","500070007","1","5.5","ug/m3 LC","31","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"07/12/2025","AQS","500070007","1","9.1","ug/m3 LC","51","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"07/15/2025","AQS","500070007","1","17.9","ug/m3 LC","67","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"07/18/2025","AQS","500070007","1","3.7","ug/m3 LC","21","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"07/21/2025","AQS","500070007","1","2","ug/m3 LC","11","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"07/24/2025","AQS","500070007","1","10.5","ug/m3 LC","54","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"07/27/2025","AQS","500070007","1","15.1","ug/m3 LC","62","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"07/30/2025","AQS","500070007","1","13.9","ug/m3 LC","60","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"08/02/2025","AQS","500070007","1","10.5","ug/m3 LC","54","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"08/05/2025","AQS","500070007","1","21.9","ug/m3 LC","75","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"08/08/2025","AQS","500070007","1","23.4","ug/m3 LC","78","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"08/11/2025","AQS","500070007","1","10.4","ug/m3 LC","53","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"08/14/2025","AQS","500070007","1","9.1","ug/m3 LC","51","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"08/17/2025","AQS","500070007","1","7","ug/m3 LC","39","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
"08/20/2025","AQS","500070007","1","3.5","ug/m3 LC","19","PROCTOR MAPLE RESEARCH CTR","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","15540","Burlington-South Burlington, VT","50","Vermont","007","Chittenden","44.5283900009431","-72.86884"
