,City,Date,Daily Mean PM2.5 Concentration,State,Local Site Name,0 filters,10 filters,100 filters,1000 filters,Below threshold with 0 filters,Below threshold with 10 filters,Below threshold with 100 filters,Below threshold with 1000 filters
1825,Fresno,08/20/2025,20.9,California,Fresno-Foundry,20.9,20.739069999999998,19.70452,16.07001,False,False,False,False
1826,Fresno,08/21/2025,19.6,California,Fresno-Foundry,19.6,19.449080000000002,18.47888,15.070440000000001,False,False,False,False
1827,Fresno,08/22/2025,16.5,California,Fresno-Foundry,16.5,16.37295,15.556199999999999,12.68685,False,False,False,False
408,Fresno,08/23/2025,18.2,California,Fresno - Garland,18.2,18.059859999999997,17.15896,13.99398,False,False,False,False
2184,Fresno,08/24/2025,12.3,California,Clovis-Villa,12.3,12.20529,11.596440000000001,9.45747,False,False,False,False
749,Fresno,08/25/2025,16.9,California,Table Mountain Air Monitoring Site,16.9,16.769869999999997,15.933319999999998,12.99441,False,False,False,False
750,Fresno,08/26/2025,19.0,California,Table Mountain Air Monitoring Site,19.0,18.8537,17.9132,14.6091,False,False,False,False
1832,Fresno,08/27/2025,13.8,California,Fresno-Foundry,13.8,13.69374,13.01064,10.61082,False,False,False,False
752,Fresno,08/28/2025,13.7,California,Table Mountain Air Monitoring Site,13.7,13.594509999999998,12.91636,10.53393,False,False,False,False
1834,Fresno,08/29/2025,16.2,California,Fresno-Foundry,16.2,16.07526,15.273359999999998,12.45618,False,False,False,False
1835,Fresno,08/30/2025,11.3,California,Fresno-Foundry,11.3,11.21299,10.653640000000001,8.68857,False,False,False,True
1836,Fresno,08/31/2025,17.8,California,Fresno-Foundry,17.8,17.66294,16.78184,13.686420000000002,False,False,False,False
756,Fresno,09/01/2025,18.3,California,Table Mountain Air Monitoring Site,18.3,18.15909,17.25324,14.070870000000001,False,False,False,False
757,Fresno,09/02/2025,29.3,California,Table Mountain Air Monitoring Site,29.3,29.07439,27.62404,22.52877,False,False,False,False
1839,Fresno,09/03/2025,20.4,California,Fresno-Foundry,20.4,20.242919999999998,19.23312,15.685559999999999,False,False,False,False
1121,Fresno,09/04/2025,14.9,California,Huron,14.9,14.78527,14.04772,11.456610000000001,False,False,False,False
1482,Fresno,09/05/2025,14.6,California,Tranquillity,14.6,14.48758,13.76488,11.22594,False,False,False,False
1123,Fresno,09/06/2025,14.5,California,Huron,14.5,14.388349999999999,13.6706,11.14905,False,False,False,False
423,Fresno,09/07/2025,7.9,California,Fresno - Garland,7.9,7.83917,7.44812,6.0743100000000005,True,True,True,True
763,Fresno,09/08/2025,10.0,California,Table Mountain Air Monitoring Site,10.0,9.923,9.427999999999999,7.689,False,False,False,True
1486,Fresno,09/09/2025,4.2,California,Tranquillity,4.2,4.16766,3.95976,3.2293800000000004,True,True,True,True
765,Fresno,09/10/2025,3.6,California,Table Mountain Air Monitoring Site,3.6,3.57228,3.3940799999999998,2.76804,True,True,True,True
1847,Fresno,09/11/2025,5.6,California,Fresno-Foundry,5.6,5.55688,5.27968,4.30584,True,True,True,True
1848,Fresno,09/12/2025,7.7,California,Fresno-Foundry,7.7,7.6407099999999994,7.25956,5.92053,True,True,True,True
2563,Fresno,09/13/2025,9.5,California,Fresno-Pacific,9.5,9.42685,8.9566,7.30455,False,False,True,True
769,Fresno,09/14/2025,7.2,California,Table Mountain Air Monitoring Site,7.2,7.14456,6.7881599999999995,5.53608,True,True,True,True
770,Fresno,09/15/2025,11.3,California,Table Mountain Air Monitoring Site,11.3,11.21299,10.653640000000001,8.68857,False,False,False,True
771,Fresno,09/16/2025,22.1,California,Table Mountain Air Monitoring Site,22.1,21.92983,20.83588,16.992690000000003,False,False,False,False
772,Fresno,09/17/2025,17.0,California,Table Mountain Air Monitoring Site,17.0,16.8691,16.0276,13.0713,False,False,False,False
1854,Fresno,09/18/2025,11.5,California,Fresno-Foundry,11.5,11.41145,10.8422,8.84235,False,False,False,True
2569,Fresno,09/19/2025,12.4,California,Fresno-Pacific,12.4,12.30452,11.69072,9.534360000000001,False,False,False,False
2570,Fresno,09/20/2025,14.6,California,Fresno-Pacific,14.6,14.48758,13.76488,11.22594,False,False,False,False
2571,Fresno,09/21/2025,11.2,California,Fresno-Pacific,11.2,11.11376,10.55936,8.61168,False,False,False,True
2572,Fresno,09/22/2025,11.1,California,Fresno-Pacific,11.1,11.014529999999999,10.465079999999999,8.53479,False,False,False,True
2573,Fresno,09/23/2025,16.0,California,Fresno-Pacific,16.0,15.8768,15.0848,12.3024,False,False,False,False
2574,Fresno,09/24/2025,10.0,California,Fresno-Pacific,10.0,9.923,9.427999999999999,7.689,False,False,False,True
2575,Fresno,09/25/2025,9.1,California,Fresno-Pacific,9.1,9.029929999999998,8.57948,6.99699,False,False,True,True
442,Fresno,09/26/2025,11.1,California,Fresno - Garland,11.1,11.014529999999999,10.465079999999999,8.53479,False,False,False,True
1504,Fresno,09/27/2025,11.1,California,Tranquillity,11.1,11.014529999999999,10.465079999999999,8.53479,False,False,False,True
1505,Fresno,09/28/2025,8.9,California,Tranquillity,8.9,8.83147,8.39092,6.843210000000001,True,True,True,True
784,Fresno,09/29/2025,7.7,California,Table Mountain Air Monitoring Site,7.7,7.6407099999999994,7.25956,5.92053,True,True,True,True
446,Fresno,09/30/2025,7.1,California,Fresno - Garland,7.1,7.045329999999999,6.693879999999999,5.4591899999999995,True,True,True,True
2581,Fresno,10/01/2025,6.5,California,Fresno-Pacific,6.5,6.449949999999999,6.1282,4.997850000000001,True,True,True,True
1509,Fresno,10/02/2025,5.2,California,Tranquillity,5.2,5.15996,4.90256,3.9982800000000003,True,True,True,True
1510,Fresno,10/03/2025,5.0,California,Tranquillity,5.0,4.9615,4.7139999999999995,3.8445,True,True,True,True
450,Fresno,10/04/2025,7.7,California,Fresno - Garland,7.7,7.6407099999999994,7.25956,5.92053,True,True,True,True
451,Fresno,10/05/2025,9.1,California,Fresno - Garland,9.1,9.029929999999998,8.57948,6.99699,False,False,True,True
1872,Fresno,10/06/2025,8.0,California,Fresno-Foundry,8.0,7.9384,7.5424,6.1512,True,True,True,True
1873,Fresno,10/07/2025,12.4,California,Fresno-Foundry,12.4,12.30452,11.69072,9.534360000000001,False,False,False,False
454,Fresno,10/08/2025,11.5,California,Fresno - Garland,11.5,11.41145,10.8422,8.84235,False,False,False,True
455,Fresno,10/09/2025,9.2,California,Fresno - Garland,9.2,9.129159999999999,8.67376,7.07388,False,False,True,True
456,Fresno,10/10/2025,8.2,California,Fresno - Garland,8.2,8.136859999999999,7.730959999999999,6.30498,True,True,True,True
457,Fresno,10/11/2025,3.9,California,Fresno - Garland,3.9,3.86997,3.67692,2.99871,True,True,True,True
458,Fresno,10/12/2025,6.7,California,Fresno - Garland,6.7,6.64841,6.31676,5.15163,True,True,True,True
1879,Fresno,10/13/2025,7.8,California,Fresno-Foundry,7.8,7.73994,7.35384,5.99742,True,True,True,True
1156,Fresno,10/14/2025,3.5,California,Huron,3.5,3.4730499999999997,3.2998,2.69115,True,True,True,True
461,Fresno,10/15/2025,5.6,California,Fresno - Garland,5.6,5.55688,5.27968,4.30584,True,True,True,True
2596,Fresno,10/16/2025,9.3,California,Fresno-Pacific,9.3,9.228390000000001,8.768040000000001,7.1507700000000005,False,False,True,True
463,Fresno,10/17/2025,15.6,California,Fresno - Garland,15.6,15.47988,14.70768,11.99484,False,False,False,False
1884,Fresno,10/18/2025,20.6,California,Fresno-Foundry,20.6,20.441380000000002,19.421680000000002,15.839340000000002,False,False,False,False
1885,Fresno,10/19/2025,20.5,California,Fresno-Foundry,20.5,20.34215,19.3274,15.762450000000001,False,False,False,False
1886,Fresno,10/20/2025,28.9,California,Fresno-Foundry,28.9,28.677469999999996,27.24692,22.22121,False,False,False,False
1887,Fresno,10/21/2025,20.0,California,Fresno-Foundry,20.0,19.846,18.855999999999998,15.378,False,False,False,False
167,Fresno,10/22/2025,12.1,California,Fresno - Garland,12.1,12.006829999999999,11.407879999999999,9.30369,False,False,False,False
469,Fresno,10/23/2025,14.6,California,Fresno - Garland,14.6,14.48758,13.76488,11.22594,False,False,False,False
1890,Fresno,10/24/2025,19.9,California,Fresno-Foundry,19.9,19.746769999999998,18.761719999999997,15.30111,False,False,False,False
2605,Fresno,10/25/2025,17.2,California,Fresno-Pacific,17.2,17.06756,16.21616,13.22508,False,False,False,False
472,Fresno,10/26/2025,8.5,California,Fresno - Garland,8.5,8.43455,8.0138,6.53565,True,True,True,True
1169,Fresno,10/27/2025,3.9,California,Huron,3.9,3.86997,3.67692,2.99871,True,True,True,True
2608,Fresno,10/28/2025,10.7,California,Fresno-Pacific,10.7,10.617609999999999,10.087959999999999,8.22723,False,False,False,True
1895,Fresno,10/29/2025,16.4,California,Fresno-Foundry,16.4,16.273719999999997,15.461919999999997,12.60996,False,False,False,False
1896,Fresno,10/30/2025,18.1,California,Fresno-Foundry,18.1,17.960630000000002,17.06468,13.917090000000002,False,False,False,False
477,Fresno,10/31/2025,20.0,California,Fresno - Garland,20.0,19.846,18.855999999999998,15.378,False,False,False,False
1898,Fresno,11/01/2025,24.2,California,Fresno-Foundry,24.2,24.013659999999998,22.815759999999997,18.60738,False,False,False,False
2613,Fresno,11/02/2025,21.8,California,Fresno-Pacific,21.8,21.63214,20.55304,16.76202,False,False,False,False
480,Fresno,11/03/2025,19.1,California,Fresno - Garland,19.1,18.952930000000002,18.00748,14.685990000000002,False,False,False,False
481,Fresno,11/04/2025,13.8,California,Fresno - Garland,13.8,13.69374,13.01064,10.61082,False,False,False,False
482,Fresno,11/05/2025,11.8,California,Fresno - Garland,11.8,11.70914,11.12504,9.073020000000001,False,False,False,False
483,Fresno,11/06/2025,6.3,California,Fresno - Garland,6.3,6.2514899999999995,5.93964,4.84407,True,True,True,True
484,Fresno,11/07/2025,7.6,California,Fresno - Garland,7.6,7.541479999999999,7.165279999999999,5.84364,True,True,True,True
485,Fresno,11/08/2025,11.8,California,Fresno - Garland,11.8,11.70914,11.12504,9.073020000000001,False,False,False,False
2620,Fresno,11/09/2025,16.0,California,Fresno-Pacific,16.0,15.8768,15.0848,12.3024,False,False,False,False
1907,Fresno,11/10/2025,18.7,California,Fresno-Foundry,18.7,18.556009999999997,17.63036,14.37843,False,False,False,False
1908,Fresno,11/11/2025,19.2,California,Fresno-Foundry,19.2,19.052159999999997,18.10176,14.76288,False,False,False,False
1909,Fresno,11/12/2025,15.5,California,Fresno-Foundry,15.5,15.38065,14.6134,11.917950000000001,False,False,False,False
490,Fresno,11/13/2025,9.5,California,Fresno - Garland,9.5,9.42685,8.9566,7.30455,False,False,True,True
2625,Fresno,11/14/2025,3.9,California,Fresno-Pacific,3.9,3.86997,3.67692,2.99871,True,True,True,True
175,Fresno,11/15/2025,7.1,California,Fresno - Garland,7.1,7.045329999999999,6.693879999999999,5.4591899999999995,True,True,True,True
2627,Fresno,11/16/2025,1.6,California,Fresno-Pacific,1.6,1.58768,1.50848,1.2302400000000002,True,True,True,True
2628,Fresno,11/17/2025,2.4,California,Fresno-Pacific,2.4,2.3815199999999996,2.26272,1.84536,True,True,True,True
495,Fresno,11/18/2025,7.5,California,Fresno - Garland,7.5,7.44225,7.071,5.76675,True,True,True,True
496,Fresno,11/19/2025,12.2,California,Fresno - Garland,12.2,12.10606,11.502159999999998,9.38058,False,False,False,False
497,Fresno,11/20/2025,13.2,California,Fresno - Garland,13.2,13.09836,12.444959999999998,10.14948,False,False,False,False
498,Fresno,11/21/2025,12.7,California,Fresno - Garland,12.7,12.60221,11.973559999999999,9.76503,False,False,False,False
499,Fresno,11/22/2025,21.1,California,Fresno - Garland,21.1,20.93753,19.89308,16.22379,False,False,False,False
500,Fresno,11/23/2025,21.5,California,Fresno - Garland,21.5,21.33445,20.2702,16.53135,False,False,False,False
2635,Fresno,11/24/2025,19.8,California,Fresno-Pacific,19.8,19.64754,18.66744,15.22422,False,False,False,False
502,Fresno,11/25/2025,12.1,California,Fresno - Garland,12.1,12.006829999999999,11.407879999999999,9.30369,False,False,False,False
503,Fresno,11/26/2025,18.9,California,Fresno - Garland,18.9,18.754469999999998,17.81892,14.53221,False,False,False,False
504,Fresno,11/27/2025,29.5,California,Fresno - Garland,29.5,29.27285,27.8126,22.68255,False,False,False,False
505,Fresno,11/28/2025,32.0,California,Fresno - Garland,32.0,31.7536,30.1696,24.6048,False,False,False,False
506,Fresno,11/29/2025,30.5,California,Fresno - Garland,30.5,30.26515,28.755399999999998,23.45145,False,False,False,False
507,Fresno,11/30/2025,28.3,California,Fresno - Garland,28.3,28.08209,26.68124,21.759870000000003,False,False,False,False
508,Fresno,12/01/2025,25.8,California,Fresno - Garland,25.8,25.60134,24.32424,19.83762,False,False,False,False
509,Fresno,12/02/2025,21.8,California,Fresno - Garland,21.8,21.63214,20.55304,16.76202,False,False,False,False
510,Fresno,12/03/2025,21.0,California,Fresno - Garland,21.0,20.8383,19.7988,16.146900000000002,False,False,False,False
511,Fresno,12/04/2025,20.3,California,Fresno - Garland,20.3,20.14369,19.138840000000002,15.608670000000002,False,False,False,False
512,Fresno,12/05/2025,27.2,California,Fresno - Garland,27.2,26.99056,25.64416,20.91408,False,False,False,False
513,Fresno,12/06/2025,34.5,California,Fresno - Garland,34.5,34.23435,32.5266,26.527050000000003,False,False,False,False
1929,Fresno,12/07/2025,33.8,California,Fresno-Foundry,33.8,33.539739999999995,31.866639999999997,25.98882,False,False,False,False
515,Fresno,12/08/2025,35.5,California,Fresno - Garland,35.5,35.22665,33.4694,27.29595,False,False,False,False
516,Fresno,12/09/2025,35.1,California,Fresno - Garland,35.1,34.82973,33.09228,26.988390000000003,False,False,False,False
517,Fresno,12/10/2025,29.6,California,Fresno - Garland,29.6,29.37208,27.90688,22.75944,False,False,False,False
518,Fresno,12/11/2025,21.9,California,Fresno - Garland,21.9,21.73137,20.647319999999997,16.83891,False,False,False,False
519,Fresno,12/12/2025,15.1,California,Fresno - Garland,15.1,14.98373,14.236279999999999,11.61039,False,False,False,False
1935,Fresno,12/13/2025,15.6,California,Fresno-Foundry,15.6,15.47988,14.70768,11.99484,False,False,False,False
521,Fresno,12/14/2025,21.5,California,Fresno - Garland,21.5,21.33445,20.2702,16.53135,False,False,False,False
186,Fresno,12/15/2025,14.2,California,Fresno - Garland,14.2,14.090659999999998,13.387759999999998,10.918379999999999,False,False,False,False
523,Fresno,12/16/2025,21.2,California,Fresno - Garland,21.2,21.036759999999997,19.98736,16.30068,False,False,False,False
524,Fresno,12/17/2025,24.6,California,Fresno - Garland,24.6,24.41058,23.192880000000002,18.91494,False,False,False,False
525,Fresno,12/18/2025,18.7,California,Fresno - Garland,18.7,18.556009999999997,17.63036,14.37843,False,False,False,False
526,Fresno,12/19/2025,20.5,California,Fresno - Garland,20.5,20.34215,19.3274,15.762450000000001,False,False,False,False
527,Fresno,12/20/2025,22.4,California,Fresno - Garland,22.4,22.22752,21.11872,17.22336,False,False,False,False
1584,Fresno,12/21/2025,7.0,California,Tranquillity,7.0,6.9460999999999995,6.5996,5.3823,True,True,True,True
529,Fresno,12/22/2025,7.3,California,Fresno - Garland,7.3,7.24379,6.88244,5.61297,True,True,True,True
530,Fresno,12/23/2025,11.3,California,Fresno - Garland,11.3,11.21299,10.653640000000001,8.68857,False,False,False,True
531,Fresno,12/24/2025,2.7,California,Fresno - Garland,2.7,2.67921,2.54556,2.0760300000000003,True,True,True,True
1228,Fresno,12/25/2025,2.3,California,Huron,2.3,2.2822899999999997,2.16844,1.76847,True,True,True,True
533,Fresno,12/26/2025,3.9,California,Fresno - Garland,3.9,3.86997,3.67692,2.99871,True,True,True,True
2668,Fresno,12/27/2025,7.3,California,Fresno-Pacific,7.3,7.24379,6.88244,5.61297,True,True,True,True
535,Fresno,12/28/2025,9.6,California,Fresno - Garland,9.6,9.526079999999999,9.05088,7.38144,False,False,False,True
536,Fresno,12/29/2025,10.5,California,Fresno - Garland,10.5,10.41915,9.8994,8.073450000000001,False,False,False,True
537,Fresno,12/30/2025,25.6,California,Fresno - Garland,25.6,25.40288,24.13568,19.683840000000004,False,False,False,False
538,Fresno,12/31/2025,26.6,California,Fresno - Garland,26.6,26.39518,25.07848,20.452740000000002,False,False,False,False
