,City,Date,Daily Mean PM2.5 Concentration,State,Local Site Name,0 filters,10 filters,100 filters,1000 filters,Below threshold with 0 filters,Below threshold with 10 filters,Below threshold with 100 filters,Below threshold with 1000 filters
7146,Chicago,07/01/2025,10.4,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,10.4,10.31992,9.80512,7.996560000000001,False,False,False,True
536,Chicago,07/02/2025,16.3,Illinois,WASHINGTON HS,16.3,16.17449,15.36764,12.53307,False,False,False,False
9192,Chicago,07/03/2025,18.8,Indiana,Ogden Dunes- Water Treatment Plant,18.8,18.65524,17.72464,14.45532,False,False,False,False
961,Chicago,07/04/2025,79.8,Illinois,MAYFAIR PUMP STATION,79.8,79.18553999999999,75.23544,61.35822,False,False,False,False
9552,Chicago,07/05/2025,20.2,Wisconsin,CHIWAUKEE PRAIRIE STATELINE,20.2,20.044459999999997,19.044559999999997,15.53178,False,False,False,False
540,Chicago,07/06/2025,10.0,Illinois,WASHINGTON HS,10.0,9.923,9.427999999999999,7.689,False,False,False,True
4753,Chicago,07/07/2025,22.8,Illinois,CITY HALL,22.8,22.62444,21.49584,17.530920000000002,False,False,False,False
542,Chicago,07/08/2025,24.1,Illinois,WASHINGTON HS,24.1,23.91443,22.72148,18.53049,False,False,False,False
3167,Chicago,07/09/2025,13.4,Illinois,GRAVES ES,13.4,13.29682,12.63352,10.30326,False,False,False,False
3168,Chicago,07/10/2025,11.3,Illinois,GRAVES ES,11.3,11.21299,10.653640000000001,8.68857,False,False,False,True
9200,Chicago,07/11/2025,10.0,Indiana,Ogden Dunes- Water Treatment Plant,10.0,9.923,9.427999999999999,7.689,False,False,False,True
9201,Chicago,07/12/2025,7.4,Indiana,Ogden Dunes- Water Treatment Plant,7.4,7.34302,6.97672,5.68986,True,True,True,True
5853,Chicago,07/13/2025,34.7,Illinois,CARY GROVE HS,34.7,34.43281,32.715160000000004,26.680830000000004,False,False,False,False
548,Chicago,07/14/2025,44.4,Illinois,WASHINGTON HS,44.4,44.058119999999995,41.860319999999994,34.13916,False,False,False,False
3550,Chicago,07/15/2025,25.8,Illinois,REGIONAL OFFICE BUILDING,25.8,25.60134,24.32424,19.83762,False,False,False,False
550,Chicago,07/16/2025,9.2,Illinois,WASHINGTON HS,9.2,9.129159999999999,8.67376,7.07388,False,False,True,True
7162,Chicago,07/17/2025,5.9,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,5.9,5.85457,5.56252,4.536510000000001,True,True,True,True
7603,Chicago,07/18/2025,9.7,Indiana,Gary- Burr St./ pumping station near truck stop,9.7,9.625309999999999,9.145159999999999,7.45833,False,False,False,True
9208,Chicago,07/19/2025,7.9,Indiana,Ogden Dunes- Water Treatment Plant,7.9,7.83917,7.44812,6.0743100000000005,True,True,True,True
9567,Chicago,07/20/2025,11.3,Wisconsin,CHIWAUKEE PRAIRIE STATELINE,11.3,11.21299,10.653640000000001,8.68857,False,False,False,True
3556,Chicago,07/21/2025,38.4,Illinois,REGIONAL OFFICE BUILDING,38.4,38.104319999999994,36.20352,29.52576,False,False,False,False
2827,Chicago,07/22/2025,28.3,Illinois,IEPA TRAILER,28.3,28.08209,26.68124,21.759870000000003,False,False,False,False
2828,Chicago,07/23/2025,19.9,Illinois,IEPA TRAILER,19.9,19.746769999999998,18.761719999999997,15.30111,False,False,False,False
6926,Chicago,07/24/2025,12.5,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,12.5,12.403749999999999,11.785,9.61125,False,False,False,False
9572,Chicago,07/25/2025,12.0,Wisconsin,CHIWAUKEE PRAIRIE STATELINE,12.0,11.907599999999999,11.3136,9.2268,False,False,False,False
9573,Chicago,07/26/2025,16.5,Wisconsin,CHIWAUKEE PRAIRIE STATELINE,16.5,16.37295,15.556199999999999,12.68685,False,False,False,False
2832,Chicago,07/27/2025,9.4,Illinois,IEPA TRAILER,9.4,9.32762,8.86232,7.22766,False,False,True,True
2833,Chicago,07/28/2025,10.4,Illinois,IEPA TRAILER,10.4,10.31992,9.80512,7.996560000000001,False,False,False,True
3187,Chicago,07/29/2025,11.8,Illinois,GRAVES ES,11.8,11.70914,11.12504,9.073020000000001,False,False,False,False
9577,Chicago,07/30/2025,15.9,Wisconsin,CHIWAUKEE PRAIRIE STATELINE,15.9,15.777569999999999,14.99052,12.22551,False,False,False,False
2836,Chicago,07/31/2025,79.1,Illinois,IEPA TRAILER,79.1,78.49092999999999,74.57548,60.81999,False,False,False,False
6596,Chicago,08/01/2025,52.9,Illinois,COM ED TRAINING CENTER,52.9,52.49267,49.87412,40.67481,False,False,False,False
9580,Chicago,08/02/2025,34.6,Wisconsin,CHIWAUKEE PRAIRIE STATELINE,34.6,34.33358,32.62088,26.60394,False,False,False,False
9581,Chicago,08/03/2025,42.9,Wisconsin,CHIWAUKEE PRAIRIE STATELINE,42.9,42.569669999999995,40.44612,32.98581,False,False,False,False
2840,Chicago,08/04/2025,29.3,Illinois,IEPA TRAILER,29.3,29.07439,27.62404,22.52877,False,False,False,False
9583,Chicago,08/05/2025,39.9,Wisconsin,CHIWAUKEE PRAIRIE STATELINE,39.9,39.592769999999994,37.61772,30.67911,False,False,False,False
2842,Chicago,08/06/2025,35.8,Illinois,IEPA TRAILER,35.8,35.524339999999995,33.75223999999999,27.526619999999998,False,False,False,False
995,Chicago,08/07/2025,18.4,Illinois,MAYFAIR PUMP STATION,18.4,18.258319999999998,17.34752,14.14776,False,False,False,False
2844,Chicago,08/08/2025,15.4,Illinois,IEPA TRAILER,15.4,15.281419999999999,14.51912,11.84106,False,False,False,False
997,Chicago,08/09/2025,14.2,Illinois,MAYFAIR PUMP STATION,14.2,14.090659999999998,13.387759999999998,10.918379999999999,False,False,False,False
1417,Chicago,08/10/2025,10.9,Illinois,SPRINGFIELD PUMP STATION,10.9,10.81607,10.27652,8.38101,False,False,False,True
2847,Chicago,08/11/2025,10.4,Illinois,IEPA TRAILER,10.4,10.31992,9.80512,7.996560000000001,False,False,False,True
9232,Chicago,08/12/2025,10.3,Indiana,Ogden Dunes- Water Treatment Plant,10.3,10.220690000000001,9.710840000000001,7.919670000000001,False,False,False,True
2849,Chicago,08/13/2025,14.8,Illinois,IEPA TRAILER,14.8,14.68604,13.95344,11.37972,False,False,False,False
579,Chicago,08/14/2025,22.4,Illinois,WASHINGTON HS,22.4,22.22752,21.11872,17.22336,False,False,False,False
1003,Chicago,08/15/2025,21.3,Illinois,MAYFAIR PUMP STATION,21.3,21.13599,20.08164,16.377570000000002,False,False,False,False
2852,Chicago,08/16/2025,13.3,Illinois,IEPA TRAILER,13.3,13.19759,12.53924,10.226370000000001,False,False,False,False
7731,Chicago,08/17/2025,7.2,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,7.2,7.14456,6.7881599999999995,5.53608,True,True,True,True
1006,Chicago,08/18/2025,8.4,Illinois,MAYFAIR PUMP STATION,8.4,8.33532,7.91952,6.458760000000001,True,True,True,True
1426,Chicago,08/19/2025,5.8,Illinois,SPRINGFIELD PUMP STATION,5.8,5.7553399999999995,5.46824,4.45962,True,True,True,True
7732,Chicago,08/20/2025,6.0,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,6.0,5.953799999999999,5.6568,4.6134,True,True,True,True
7197,Chicago,08/21/2025,6.2,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.2,6.15226,5.84536,4.767180000000001,True,True,True,True
3209,Chicago,08/22/2025,10.2,Illinois,GRAVES ES,10.2,10.121459999999999,9.61656,7.842779999999999,False,False,False,True
2523,Chicago,08/23/2025,8.2,Illinois,VILLAGE HALL,8.2,8.136859999999999,7.730959999999999,6.30498,True,True,True,True
7200,Chicago,08/24/2025,8.3,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,8.3,8.23609,7.825240000000001,6.381870000000001,True,True,True,True
7201,Chicago,08/25/2025,7.6,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,7.6,7.541479999999999,7.165279999999999,5.84364,True,True,True,True
7202,Chicago,08/26/2025,11.4,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,11.4,11.31222,10.74792,8.765460000000001,False,False,False,True
7203,Chicago,08/27/2025,8.7,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,8.7,8.633009999999999,8.202359999999999,6.68943,True,True,True,True
7204,Chicago,08/28/2025,7.0,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,7.0,6.9460999999999995,6.5996,5.3823,True,True,True,True
7735,Chicago,08/29/2025,5.0,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,5.0,4.9615,4.7139999999999995,3.8445,True,True,True,True
7206,Chicago,08/30/2025,7.7,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,7.7,7.6407099999999994,7.25956,5.92053,True,True,True,True
231,Chicago,08/31/2025,9.5,Illinois,VILLAGE GARAGE,9.5,9.42685,8.9566,7.30455,False,False,True,True
2532,Chicago,09/01/2025,11.5,Illinois,VILLAGE HALL,11.5,11.41145,10.8422,8.84235,False,False,False,True
7209,Chicago,09/02/2025,14.3,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,14.3,14.18989,13.48204,10.995270000000001,False,False,False,False
2870,Chicago,09/03/2025,13.6,Illinois,IEPA TRAILER,13.6,13.49528,12.82208,10.45704,False,False,False,False
7810,Chicago,09/04/2025,13.7,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,13.7,13.594509999999998,12.91636,10.53393,False,False,False,False
7212,Chicago,09/05/2025,10.6,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,10.6,10.518379999999999,9.99368,8.15034,False,False,False,True
7213,Chicago,09/06/2025,6.5,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.5,6.449949999999999,6.1282,4.997850000000001,True,True,True,True
7214,Chicago,09/07/2025,9.4,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,9.4,9.32762,8.86232,7.22766,False,False,True,True
5545,Chicago,09/08/2025,8.0,Illinois,Elgin DMV,8.0,7.9384,7.5424,6.1512,True,True,True,True
2540,Chicago,09/09/2025,11.7,Illinois,VILLAGE HALL,11.7,11.60991,11.030759999999999,8.996129999999999,False,False,False,True
2541,Chicago,09/10/2025,12.2,Illinois,VILLAGE HALL,12.2,12.10606,11.502159999999998,9.38058,False,False,False,False
7218,Chicago,09/11/2025,19.9,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,19.9,19.746769999999998,18.761719999999997,15.30111,False,False,False,False
2543,Chicago,09/12/2025,13.6,Illinois,VILLAGE HALL,13.6,13.49528,12.82208,10.45704,False,False,False,False
1451,Chicago,09/13/2025,16.8,Illinois,SPRINGFIELD PUMP STATION,16.8,16.67064,15.83904,12.917520000000001,False,False,False,False
4822,Chicago,09/14/2025,16.4,Illinois,CITY HALL,16.4,16.273719999999997,15.461919999999997,12.60996,False,False,False,False
3233,Chicago,09/15/2025,15.8,Illinois,GRAVES ES,15.8,15.67834,14.89624,12.148620000000001,False,False,False,False
2547,Chicago,09/16/2025,15.3,Illinois,VILLAGE HALL,15.3,15.18219,14.42484,11.764170000000002,False,False,False,False
2548,Chicago,09/17/2025,15.7,Illinois,VILLAGE HALL,15.7,15.579109999999998,14.80196,12.07173,False,False,False,False
2549,Chicago,09/18/2025,17.3,Illinois,VILLAGE HALL,17.3,17.16679,16.31044,13.30197,False,False,False,False
7624,Chicago,09/19/2025,21.1,Indiana,Gary- Burr St./ pumping station near truck stop,21.1,20.93753,19.89308,16.22379,False,False,False,False
1458,Chicago,09/20/2025,17.5,Illinois,SPRINGFIELD PUMP STATION,17.5,17.36525,16.499,13.45575,False,False,False,False
1459,Chicago,09/21/2025,12.9,Illinois,SPRINGFIELD PUMP STATION,12.9,12.80067,12.16212,9.91881,False,False,False,False
2553,Chicago,09/22/2025,9.8,Illinois,VILLAGE HALL,9.8,9.724540000000001,9.23944,7.535220000000001,False,False,False,True
1461,Chicago,09/23/2025,10.2,Illinois,SPRINGFIELD PUMP STATION,10.2,10.121459999999999,9.61656,7.842779999999999,False,False,False,True
5561,Chicago,09/24/2025,5.1,Illinois,Elgin DMV,5.1,5.0607299999999995,4.80828,3.9213899999999997,True,True,True,True
2892,Chicago,09/25/2025,7.5,Illinois,IEPA TRAILER,7.5,7.44225,7.071,5.76675,True,True,True,True
2557,Chicago,09/26/2025,10.9,Illinois,VILLAGE HALL,10.9,10.81607,10.27652,8.38101,False,False,False,True
1465,Chicago,09/27/2025,13.6,Illinois,SPRINGFIELD PUMP STATION,13.6,13.49528,12.82208,10.45704,False,False,False,False
7745,Chicago,09/28/2025,12.0,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,12.0,11.907599999999999,11.3136,9.2268,False,False,False,False
7236,Chicago,09/29/2025,16.8,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,16.8,16.67064,15.83904,12.917520000000001,False,False,False,False
3248,Chicago,09/30/2025,15.0,Illinois,GRAVES ES,15.0,14.8845,14.142,11.5335,False,False,False,False
3249,Chicago,10/01/2025,9.7,Illinois,GRAVES ES,9.7,9.625309999999999,9.145159999999999,7.45833,False,False,False,True
4475,Chicago,10/02/2025,13.0,Illinois,LIBERTY SCHOOL,13.0,12.899899999999999,12.2564,9.995700000000001,False,False,False,False
5570,Chicago,10/03/2025,19.1,Illinois,Elgin DMV,19.1,18.952930000000002,18.00748,14.685990000000002,False,False,False,False
1472,Chicago,10/04/2025,17.0,Illinois,SPRINGFIELD PUMP STATION,17.0,16.8691,16.0276,13.0713,False,False,False,False
1054,Chicago,10/05/2025,11.0,Illinois,MAYFAIR PUMP STATION,11.0,10.9153,10.3708,8.4579,False,False,False,True
2567,Chicago,10/06/2025,9.5,Illinois,VILLAGE HALL,9.5,9.42685,8.9566,7.30455,False,False,True,True
7748,Chicago,10/07/2025,7.6,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,7.6,7.541479999999999,7.165279999999999,5.84364,True,True,True,True
7245,Chicago,10/08/2025,6.3,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.3,6.2514899999999995,5.93964,4.84407,True,True,True,True
1477,Chicago,10/09/2025,7.2,Illinois,SPRINGFIELD PUMP STATION,7.2,7.14456,6.7881599999999995,5.53608,True,True,True,True
1478,Chicago,10/10/2025,12.1,Illinois,SPRINGFIELD PUMP STATION,12.1,12.006829999999999,11.407879999999999,9.30369,False,False,False,False
7248,Chicago,10/11/2025,6.8,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.8,6.74764,6.41104,5.22852,True,True,True,True
1480,Chicago,10/12/2025,7.6,Illinois,SPRINGFIELD PUMP STATION,7.6,7.541479999999999,7.165279999999999,5.84364,True,True,True,True
1481,Chicago,10/13/2025,17.3,Illinois,SPRINGFIELD PUMP STATION,17.3,17.16679,16.31044,13.30197,False,False,False,False
1482,Chicago,10/14/2025,13.3,Illinois,SPRINGFIELD PUMP STATION,13.3,13.19759,12.53924,10.226370000000001,False,False,False,False
8582,Chicago,10/15/2025,8.1,Indiana,Hammond- 167th St,8.1,8.03763,7.636679999999999,6.22809,True,True,True,True
7633,Chicago,10/16/2025,8.4,Indiana,Gary- Burr St./ pumping station near truck stop,8.4,8.33532,7.91952,6.458760000000001,True,True,True,True
1485,Chicago,10/17/2025,8.1,Illinois,SPRINGFIELD PUMP STATION,8.1,8.03763,7.636679999999999,6.22809,True,True,True,True
1486,Chicago,10/18/2025,21.0,Illinois,SPRINGFIELD PUMP STATION,21.0,20.8383,19.7988,16.146900000000002,False,False,False,False
7256,Chicago,10/19/2025,11.2,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,11.2,11.11376,10.55936,8.61168,False,False,False,True
1488,Chicago,10/20/2025,7.1,Illinois,SPRINGFIELD PUMP STATION,7.1,7.045329999999999,6.693879999999999,5.4591899999999995,True,True,True,True
647,Chicago,10/21/2025,4.7,Illinois,WASHINGTON HS,4.7,4.66381,4.43116,3.61383,True,True,True,True
1490,Chicago,10/22/2025,3.1,Illinois,SPRINGFIELD PUMP STATION,3.1,3.07613,2.92268,2.3835900000000003,True,True,True,True
1491,Chicago,10/23/2025,4.5,Illinois,SPRINGFIELD PUMP STATION,4.5,4.46535,4.2425999999999995,3.4600500000000003,True,True,True,True
3651,Chicago,10/24/2025,12.0,Illinois,REGIONAL OFFICE BUILDING,12.0,11.907599999999999,11.3136,9.2268,False,False,False,False
1493,Chicago,10/25/2025,15.0,Illinois,SPRINGFIELD PUMP STATION,15.0,14.8845,14.142,11.5335,False,False,False,False
1494,Chicago,10/26/2025,11.3,Illinois,SPRINGFIELD PUMP STATION,11.3,11.21299,10.653640000000001,8.68857,False,False,False,True
3275,Chicago,10/27/2025,8.2,Illinois,GRAVES ES,8.2,8.136859999999999,7.730959999999999,6.30498,True,True,True,True
1496,Chicago,10/28/2025,7.1,Illinois,SPRINGFIELD PUMP STATION,7.1,7.045329999999999,6.693879999999999,5.4591899999999995,True,True,True,True
8955,Chicago,10/29/2025,6.0,Indiana,Hammond- 167th St,6.0,5.953799999999999,5.6568,4.6134,True,True,True,True
1498,Chicago,10/30/2025,6.3,Illinois,SPRINGFIELD PUMP STATION,6.3,6.2514899999999995,5.93964,4.84407,True,True,True,True
1499,Chicago,10/31/2025,15.5,Illinois,SPRINGFIELD PUMP STATION,15.5,15.38065,14.6134,11.917950000000001,False,False,False,False
1500,Chicago,11/01/2025,10.4,Illinois,SPRINGFIELD PUMP STATION,10.4,10.31992,9.80512,7.996560000000001,False,False,False,True
9310,Chicago,11/02/2025,9.1,Indiana,Ogden Dunes- Water Treatment Plant,9.1,9.029929999999998,8.57948,6.99699,False,False,True,True
660,Chicago,11/03/2025,6.7,Illinois,WASHINGTON HS,6.7,6.64841,6.31676,5.15163,True,True,True,True
2596,Chicago,11/04/2025,10.7,Illinois,VILLAGE HALL,10.7,10.617609999999999,10.087959999999999,8.22723,False,False,False,True
1504,Chicago,11/05/2025,11.4,Illinois,SPRINGFIELD PUMP STATION,11.4,11.31222,10.74792,8.765460000000001,False,False,False,True
663,Chicago,11/06/2025,11.5,Illinois,WASHINGTON HS,11.5,11.41145,10.8422,8.84235,False,False,False,True
1506,Chicago,11/07/2025,11.0,Illinois,SPRINGFIELD PUMP STATION,11.0,10.9153,10.3708,8.4579,False,False,False,True
8965,Chicago,11/08/2025,5.1,Indiana,Hammond- 167th St,5.1,5.0607299999999995,4.80828,3.9213899999999997,True,True,True,True
7272,Chicago,11/09/2025,5.6,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,5.6,5.55688,5.27968,4.30584,True,True,True,True
7273,Chicago,11/10/2025,6.2,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.2,6.15226,5.84536,4.767180000000001,True,True,True,True
1510,Chicago,11/11/2025,8.2,Illinois,SPRINGFIELD PUMP STATION,8.2,8.136859999999999,7.730959999999999,6.30498,True,True,True,True
1511,Chicago,11/12/2025,6.2,Illinois,SPRINGFIELD PUMP STATION,6.2,6.15226,5.84536,4.767180000000001,True,True,True,True
1512,Chicago,11/13/2025,10.7,Illinois,SPRINGFIELD PUMP STATION,10.7,10.617609999999999,10.087959999999999,8.22723,False,False,False,True
1513,Chicago,11/14/2025,24.8,Illinois,SPRINGFIELD PUMP STATION,24.8,24.60904,23.38144,19.068720000000003,False,False,False,False
1514,Chicago,11/15/2025,11.5,Illinois,SPRINGFIELD PUMP STATION,11.5,11.41145,10.8422,8.84235,False,False,False,True
7279,Chicago,11/16/2025,7.1,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,7.1,7.045329999999999,6.693879999999999,5.4591899999999995,True,True,True,True
6344,Chicago,11/17/2025,10.0,Illinois,PERSHING SCHOOL,10.0,9.923,9.427999999999999,7.689,False,False,False,True
3297,Chicago,11/18/2025,13.4,Illinois,GRAVES ES,13.4,13.29682,12.63352,10.30326,False,False,False,False
6706,Chicago,11/19/2025,22.2,Illinois,COM ED TRAINING CENTER,22.2,22.029059999999998,20.930159999999997,17.06958,False,False,False,False
1519,Chicago,11/20/2025,25.4,Illinois,SPRINGFIELD PUMP STATION,25.4,25.20442,23.947119999999998,19.53006,False,False,False,False
1520,Chicago,11/21/2025,17.7,Illinois,SPRINGFIELD PUMP STATION,17.7,17.563709999999997,16.687559999999998,13.60953,False,False,False,False
1521,Chicago,11/22/2025,16.6,Illinois,SPRINGFIELD PUMP STATION,16.6,16.47218,15.650480000000002,12.763740000000002,False,False,False,False
5621,Chicago,11/23/2025,22.0,Illinois,Elgin DMV,22.0,21.8306,20.7416,16.9158,False,False,False,False
5622,Chicago,11/24/2025,26.7,Illinois,Elgin DMV,26.7,26.49441,25.17276,20.52963,False,False,False,False
1524,Chicago,11/25/2025,15.8,Illinois,SPRINGFIELD PUMP STATION,15.8,15.67834,14.89624,12.148620000000001,False,False,False,False
7289,Chicago,11/26/2025,3.8,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,3.8,3.7707399999999995,3.5826399999999996,2.92182,True,True,True,True
7290,Chicago,11/27/2025,13.0,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,13.0,12.899899999999999,12.2564,9.995700000000001,False,False,False,False
2257,Chicago,11/28/2025,13.3,Illinois,Kingery Near Road #1,13.3,13.19759,12.53924,10.226370000000001,False,False,False,False
3687,Chicago,11/29/2025,8.7,Illinois,REGIONAL OFFICE BUILDING,8.7,8.633009999999999,8.202359999999999,6.68943,True,True,True,True
6967,Chicago,11/30/2025,7.2,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,7.2,7.14456,6.7881599999999995,5.53608,True,True,True,True
6358,Chicago,12/01/2025,14.7,Illinois,PERSHING SCHOOL,14.7,14.586809999999998,13.85916,11.30283,False,False,False,False
1896,Chicago,12/02/2025,21.1,Illinois,COM ED MAINTENANCE BLDG,21.1,20.93753,19.89308,16.22379,False,False,False,False
1897,Chicago,12/03/2025,16.6,Illinois,COM ED MAINTENANCE BLDG,16.6,16.47218,15.650480000000002,12.763740000000002,False,False,False,False
2962,Chicago,12/04/2025,14.9,Illinois,IEPA TRAILER,14.9,14.78527,14.04772,11.456610000000001,False,False,False,False
1899,Chicago,12/05/2025,19.6,Illinois,COM ED MAINTENANCE BLDG,19.6,19.449080000000002,18.47888,15.070440000000001,False,False,False,False
2964,Chicago,12/06/2025,18.7,Illinois,IEPA TRAILER,18.7,18.556009999999997,17.63036,14.37843,False,False,False,False
2965,Chicago,12/07/2025,13.0,Illinois,IEPA TRAILER,13.0,12.899899999999999,12.2564,9.995700000000001,False,False,False,False
1902,Chicago,12/08/2025,9.8,Illinois,COM ED MAINTENANCE BLDG,9.8,9.724540000000001,9.23944,7.535220000000001,False,False,False,True
2967,Chicago,12/09/2025,15.0,Illinois,IEPA TRAILER,15.0,14.8845,14.142,11.5335,False,False,False,False
1539,Chicago,12/10/2025,6.9,Illinois,SPRINGFIELD PUMP STATION,6.9,6.84687,6.50532,5.30541,True,True,True,True
1905,Chicago,12/11/2025,9.9,Illinois,COM ED MAINTENANCE BLDG,9.9,9.82377,9.33372,7.61211,False,False,False,True
2970,Chicago,12/12/2025,20.3,Illinois,IEPA TRAILER,20.3,20.14369,19.138840000000002,15.608670000000002,False,False,False,False
7306,Chicago,12/13/2025,9.6,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,9.6,9.526079999999999,9.05088,7.38144,False,False,False,True
7307,Chicago,12/14/2025,13.0,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,13.0,12.899899999999999,12.2564,9.995700000000001,False,False,False,False
7653,Chicago,12/15/2025,11.7,Indiana,Gary- Burr St./ pumping station near truck stop,11.7,11.60991,11.030759999999999,8.996129999999999,False,False,False,True
2974,Chicago,12/16/2025,15.7,Illinois,IEPA TRAILER,15.7,15.579109999999998,14.80196,12.07173,False,False,False,False
2975,Chicago,12/17/2025,16.7,Illinois,IEPA TRAILER,16.7,16.57141,15.74476,12.840629999999999,False,False,False,False
2277,Chicago,12/18/2025,10.0,Illinois,Kingery Near Road #1,10.0,9.923,9.427999999999999,7.689,False,False,False,True
7771,Chicago,12/19/2025,7.7,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,7.7,7.6407099999999994,7.25956,5.92053,True,True,True,True
7313,Chicago,12/20/2025,5.3,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,5.3,5.259189999999999,4.99684,4.07517,True,True,True,True
1194,Chicago,12/21/2025,6.3,Illinois,MAYFAIR PUMP STATION,6.3,6.2514899999999995,5.93964,4.84407,True,True,True,True
7315,Chicago,12/22/2025,6.2,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.2,6.15226,5.84536,4.767180000000001,True,True,True,True
710,Chicago,12/23/2025,17.6,Illinois,WASHINGTON HS,17.6,17.464480000000002,16.59328,13.532640000000002,False,False,False,False
711,Chicago,12/24/2025,17.8,Illinois,WASHINGTON HS,17.8,17.66294,16.78184,13.686420000000002,False,False,False,False
6742,Chicago,12/25/2025,22.5,Illinois,COM ED TRAINING CENTER,22.5,22.32675,21.213,17.300250000000002,False,False,False,False
3714,Chicago,12/26/2025,13.7,Illinois,REGIONAL OFFICE BUILDING,13.7,13.594509999999998,12.91636,10.53393,False,False,False,False
3715,Chicago,12/27/2025,16.6,Illinois,REGIONAL OFFICE BUILDING,16.6,16.47218,15.650480000000002,12.763740000000002,False,False,False,False
2287,Chicago,12/28/2025,9.0,Illinois,Kingery Near Road #1,9.0,8.9307,8.485199999999999,6.920100000000001,True,True,True,True
7322,Chicago,12/29/2025,11.5,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,11.5,11.41145,10.8422,8.84235,False,False,False,True
7323,Chicago,12/30/2025,6.2,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.2,6.15226,5.84536,4.767180000000001,True,True,True,True
7324,Chicago,12/31/2025,9.6,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,9.6,9.526079999999999,9.05088,7.38144,False,False,False,True
